label,T1R1SC1,T1R1SC2,T1R1SC3,T1R1SC4,T1R1SC5,T1R1SC6,T1R1SC7,T1R1SC8,T1R1SC9,T1R1SC10,T1R1SC11,T1R1SC12,T1R1SC13,T1R1SC14,T1R1SC15,T1R1SC16,T1R1SC17,T1R1SC18,T1R1SC19,T1R1SC20,T1R1SC21,T1R1SC22,T1R1SC23,T1R1SC24,T1R1SC25,T1R1SC26,T1R1SC27,T1R1SC28,T1R1SC29,T1R1SC30,T1R2SC1,T1R2SC2,T1R2SC3,T1R2SC4,T1R2SC5,T1R2SC6,T1R2SC7,T1R2SC8,T1R2SC9,T1R2SC10,T1R2SC11,T1R2SC12,T1R2SC13,T1R2SC14,T1R2SC15,T1R2SC16,T1R2SC17,T1R2SC18,T1R2SC19,T1R2SC20,T1R2SC21,T1R2SC22,T1R2SC23,T1R2SC24,T1R2SC25,T1R2SC26,T1R2SC27,T1R2SC28,T1R2SC29,T1R2SC30,T1R3SC1,T1R3SC2,T1R3SC3,T1R3SC4,T1R3SC5,T1R3SC6,T1R3SC7,T1R3SC8,T1R3SC9,T1R3SC10,T1R3SC11,T1R3SC12,T1R3SC13,T1R3SC14,T1R3SC15,T1R3SC16,T1R3SC17,T1R3SC18,T1R3SC19,T1R3SC20,T1R3SC21,T1R3SC22,T1R3SC23,T1R3SC24,T1R3SC25,T1R3SC26,T1R3SC27,T1R3SC28,T1R3SC29,T1R3SC30,T2R1SC1,T2R1SC2,T2R1SC3,T2R1SC4,T2R1SC5,T2R1SC6,T2R1SC7,T2R1SC8,T2R1SC9,T2R1SC10,T2R1SC11,T2R1SC12,T2R1SC13,T2R1SC14,T2R1SC15,T2R1SC16,T2R1SC17,T2R1SC18,T2R1SC19,T2R1SC20,T2R1SC21,T2R1SC22,T2R1SC23,T2R1SC24,T2R1SC25,T2R1SC26,T2R1SC27,T2R1SC28,T2R1SC29,T2R1SC30,T2R2SC1,T2R2SC2,T2R2SC3,T2R2SC4,T2R2SC5,T2R2SC6,T2R2SC7,T2R2SC8,T2R2SC9,T2R2SC10,T2R2SC11,T2R2SC12,T2R2SC13,T2R2SC14,T2R2SC15,T2R2SC16,T2R2SC17,T2R2SC18,T2R2SC19,T2R2SC20,T2R2SC21,T2R2SC22,T2R2SC23,T2R2SC24,T2R2SC25,T2R2SC26,T2R2SC27,T2R2SC28,T2R2SC29,T2R2SC30,T2R3SC1,T2R3SC2,T2R3SC3,T2R3SC4,T2R3SC5,T2R3SC6,T2R3SC7,T2R3SC8,T2R3SC9,T2R3SC10,T2R3SC11,T2R3SC12,T2R3SC13,T2R3SC14,T2R3SC15,T2R3SC16,T2R3SC17,T2R3SC18,T2R3SC19,T2R3SC20,T2R3SC21,T2R3SC22,T2R3SC23,T2R3SC24,T2R3SC25,T2R3SC26,T2R3SC27,T2R3SC28,T2R3SC29,T2R3SC30
I1,-3+37j,33-5j,14-37j,-41-39j,-60+19j,1+63j,42+28j,48-18j,21-51j,-26-45j,-51-20j,-57+31j,-11+65j,49+52j,63+20j,59-44j,10-65j,-42-43j,-51+1j,-28+38j,6,37+31j,45-8j,25-47j,-27-52j,-44+3j,-10+40j,29+26j,34-18j,4-33j,8+4j,4-15j,-12-4j,-11+13j,16+21j,18+2j,8-21j,-12-23j,-20-8j,-18+6j,-2+27j,18+25j,35+8j,25-18j,17-33j,-25-36j,-51-11j,-34+26j,8+39j,42+26j,52-10j,22-35j,-21-41j,-62-5j,-38+57j,28+49j,41-18j,1-47j,-44-18j,-32+23j,22-8j,-9-16j,-24+0j,-10+31j,24+29j,32-16j,9-26j,-16-21j,-29+2j,-15+20j,-3+27j,23+20j,26-4j,13-26j,3-22j,-19-18j,-20-3j,-13+14j,-4+20j,5+16j,17+12j,16-10j,8-21j,-15-25j,-37+1j,-15+28j,23+15j,25-14j,-6-29j,-24-9j,13+15j,20-20j,-16-20j,-25+10j,-8+24j,26+15j,27-10j,5-21j,-5-16j,-22-10j,-22+13j,-14+18j,-1+26j,33+21j,37+7j,20-23j,7-34j,-23-29j,-34+2j,-20+24j,-4+30j,24+28j,44-4j,20-38j,-13-48j,-49+4j,-13+35j,26+23j,30-22j,-2-33j,1-18j,-24+4j,-11+23j,20+20j,32-10j,14-29j,-22-23j,-24-1j,-20+12j,-10+29j,14+30j,33+7j,40-18j,18-46j,-10-55j,-48-28j,-52+18j,-27+58j,28+59j,55+10j,52-29j,18-63j,-52-52j,-73+11j,-28+78j,56+58j,63-26j,-2-51j,-48-11j,-35+29j,-1-16j,-20+2j,-1+19j,18+7j,13-10j,-9-14j,-15-5j,-9+9j,1+7j,4+6j,9-2j,7-1j,-3-1j,-1-7j,3-9j,-2-4j,-9-6j,-13+2j,-7+10j,6+13j,13+10j,19-4j,5-26j,-18-16j,-34+5j,-5+27j,20+13j,15-14j,-10-17j,-16+1j
I1,12-28j,-43-7j,-16+38j,39+36j,61-28j,62,-49-21j,-49+34j,-7+54j,37+43j,59+4j,44-50j,-14-71j,-62-29j,-72+1j,-43+63j,26+64j,60+19j,50-33j,8-55j,-36-39j,-58-3j,-34+40j,17+58j,54+17j,30-40j,-23-38j,-38+9j,-4+40j,29+21j,-15-4j,5+14j,14+8j,19-12j,-13-20j,-24+2j,-12+25j,5+20j,23+8j,18-14j,27,-21-22j,-36+6j,-23+38j,4,39+26j,49-14j,12-48j,-28-35j,-48+4j,-30+36j,14+43j,50+22j,50-38j,-14-72j,-66-7j,-19+50j,34+33j,39-29j,-7-41j,-3+18j,29-7j,1-24j,-26-9j,-26+30j,12+32j,26+3j,13-26j,-8-24j,-25-13j,-27+8j,-8+27j,15+26j,22+5j,27-5j,12-25j,-9-19j,-20-9j,-18+9j,-10+21j,8+19j,26+6j,25-9j,5-29j,-26-30j,-34+15j,6+33j,28+4j,12-29j,-19-22j,-14-20j,-15+23j,23+25j,30-11j,4-30j,-26-21j,-26+10j,-9+21j,14+18j,26+8j,26-12j,10-23j,-13-33j,-25-11j,-37+7j,-18+35j,15+34j,40+14j,37-16j,1-34j,-22-30j,-43-5j,-32+30j,5+47j,51+9j,32-40j,-24-39j,-38+2j,1+40j,32+15j,-5+21j,24+2j,8-18j,-17-23j,-38+7j,-6+37j,25+23j,32-2j,20-16j,-2-30j,-23-26j,-40+0j,-30+37j,5+59j,32+51j,63+4j,46-48j,-13-66j,-62-30j,-59+21j,-23+62j,34+60j,76+10j,57-68j,-34-80j,-87+9j,-20+68j,48+38j,46-42j,-9-51j,18+1j,-5-21j,-26+2j,-6+22j,14+13j,19-4j,3-15j,-5-8j,-11+3j,-9+7j,-2+9j,2+5j,7+7j,1+7j,9+0j,7-7j,2-9j,-14-9j,-19+2j,-5+10j,2+16j,21+7j,24-12j,5-30j,-24-13j,-26+22j,10+27j,25+1j,2-23j,-16-10j
I1,21-30j,-30-22j,-31+24j,3+50j,58+19j,41-44j,-13-53j,-47-24j,-52+13j,-18+47j,26+51j,58+22j,61-25j,16-64j,-6-63j,-65-36j,-65+22j,-22+57j,27+46j,52+14j,45-15j,17-41j,-23-37j,-50-10j,-44+40j,15+47j,39+5j,23-28j,-21-26j,-35-1j,-8+2j,13+6j,11-4j,-4-19j,-24-5j,-14+15j,8+23j,21+10j,19-12j,12-21j,-5-23j,-27-16j,-30+13j,-13+38j,7+44j,37+21j,44-21j,14-42j,-21-35j,-42-6j,-36+28j,-10+46j,33+35j,60-8j,20-62j,-41-38j,-44+24j,3+46j,45+13j,30-31j,-3+22j,23+6j,11-20j,-12-27j,-34+4j,-11+32j,16+23j,27+4j,25-16j,24,-20-16j,-26+1j,-21+19j,-2+24j,4+24j,25+7j,25-8j,10-20j,-6-16j,-16-8j,-22-1j,-16+11j,-2+20j,19+20j,34-12j,5-32j,-24-15j,-24+15j,5+27j,28+9j,-3-25j,-24+7j,-4+26j,23+9j,31-21j,-5-30j,-24-9j,-17+7j,-17+13j,2+21j,18+14j,20-2j,20-18j,5-33j,-14-34j,-31-14j,-32+9j,-13+32j,15+34j,25+14j,31-9j,21-34j,-15-40j,-42-9j,-41+32j,19+49j,40+5j,17-29j,-26-26j,-35+5j,18+9j,13-21j,-15-21j,-30-1j,-10+26j,16+27j,30+3j,22-16j,3-31j,-16-30j,-33-14j,-37+10j,-23+35j,15+52j,38+43j,59-2j,45-46j,-4-65j,-51-37j,-64+9j,-36+49j,10+67j,59+36j,70-30j,9-83j,-65-38j,-54+35j,7+51j,51+7j,34-39j,16+13j,9-18j,-12-15j,-14+9j,-1+27j,19+7j,11-9j,-1-9j,2-7j,-4-3j,-5+2j,-3+0j,1+5j,-4+7j,3+8j,7+7j,10+5j,11-8j,-1-16j,-7-15j,-16-3j,-19+13j,2+23j,22+12j,30-16j,-8-29j,-23-7j,-12+15j,12+15j,20-2j
I1,18-24j,-37-15j,-37+28j,5+47j,52+15j,44-41j,-1-61j,-40-31j,-47+7j,-40+42j,-6+52j,37+41j,72+8j,58-48j,34-69j,-24-62j,-58-19j,-54+30j,-26+49j,12+45j,42+20j,45-10j,30-38j,-4-46j,-46-17j,-41+37j,4+43j,26+14j,20-24j,-6-30j,10+2j,4-11j,-5-8j,-15-1j,-10+20j,19+17j,23-6j,15-13j,-2-21j,-22-15j,-30-5j,-23+12j,4+30j,28+28j,36+22j,42-8j,15-37j,-23-41j,-49-18j,-41+14j,-16+38j,20+44j,49+24j,50-25j,-4-57j,-60-19j,-43+28j,-1+44j,40+0j,24-34j,6-18j,-24+1j,-12+27j,13+23j,28-2j,13-29j,-14-32j,-25-7j,-20+10j,-11+26j,5+24j,22+10j,32-8j,17-26j,3-28j,-11-19j,-20-6j,-17+9j,-14+15j,-3+16j,9+11j,18+6j,21-7j,13-25j,-17-24j,-33+9j,-9+26j,9+20j,22-12j,3-26j,-12-23j,-18+12j,-1+21j,30+21j,27-21j,-8-26j,-13-16j,-24+0j,-16+20j,-5+21j,5+27j,28+18j,37-7j,11-23j,14-24j,-13-40j,-39-8j,-25+12j,-15+30j,8+35j,32+20j,30-6j,29-20j,-1-48j,-48-23j,-38+27j,-1+34j,36+21j,24-30j,-18-33j,10-20j,-22-9j,-19+16j,3+27j,27+18j,27-12j,8-28j,-11-27j,-26-10j,-28+7j,-22+21j,-9+39j,29+37j,46+15j,54-4j,43-46j,-8-65j,-51-40j,-51+2j,-49+40j,-2+64j,39+50j,68+7j,58-52j,-26-88j,-74-12j,-43+42j,15+52j,56-1j,21-38j,-20-8j,-2+18j,13+10j,24-9j,-1-23j,-19-5j,-9+2j,-7+10j,2+13j,7+7j,8+5j,9+1j,10-8j,-2+1j,8-3j,11,-9-6j,-10-5j,-7+9j,-4+12j,9+15j,13+5j,24-7j,5-27j,-26-23j,-27+14j,-5+20j,20+12j,17-15j,-10-18j
I1,-13+31j,45+3j,21-42j,-35-37j,-62+26j,7+69j,56+27j,48-22j,13-56j,-38-42j,-67-6j,-48+49j,16+71j,64+35j,70-4j,36-62j,-27-69j,-61-21j,-46+34j,-1+55j,33+39j,49+2j,32-40j,-15-58j,-57-11j,-27+43j,30+40j,35-5j,5-41j,-27-17j,6-13j,-10-4j,-2+12j,15+16j,24-8j,4-19j,-19-11j,-24+11j,-2+24j,10+21j,21-3j,19-24j,34,-35-20j,-43-4j,-31+43j,19+48j,48+14j,34-30j,-6-50j,-40-31j,-49+11j,-16+53j,44+51j,73-18j,3-65j,-51-9j,-38+40j,32+36j,42-3j,-21-1j,11+25j,29+0j,10-26j,-27-26j,-31+20j,-1+33j,17+19j,30-4j,10-24j,-12-33j,-30-12j,-23+17j,-7+28j,6+23j,19+11j,23-12j,9-21j,-9-18j,-18-7j,-21+5j,-11+20j,10+25j,34+7j,27-27j,-18-33j,-33+14j,-10+29j,33+10j,21-15j,10+15j,12-25j,-21-25j,-27+2j,-10+32j,32+20j,22-8j,4-23j,-8-22j,-23-2j,-19+9j,-13+26j,10+29j,41+13j,40-10j,13-30j,-10-37j,-34-14j,-30+20j,-9+33j,23+28j,44+4j,32-31j,-14-46j,-55-13j,-28+48j,27+34j,38-11j,-3-38j,-34-16j,-21-12j,-8+18j,19+11j,28-23j,-9-31j,-29-9j,-27+25j,1+27j,23+21j,32+7j,29-26j,-1-40j,-33-33j,-55+7j,-52+32j,-9+63j,51+48j,73-10j,34-60j,-25-65j,-58-23j,-60+35j,-7+76j,66+47j,79-44j,-16-83j,-65-15j,-29+44j,42+38j,50-12j,-1+15j,21-10j,-1-25j,-16-13j,-18+12j,11+22j,11+2j,9-12j,2-10j,-9-3j,-4+1j,-7+1j,-4+2j,1+13j,2+10j,2+5j,12+2j,14-9j,14,-13-14j,-15+4j,-8+21j,13+26j,27-1j,13-31j,-27-20j,-23+13j,6+21j,22-1j,9-17j
I1,12-27j,-48-4j,-25+38j,30+49j,55-30j,-10-62j,-55-26j,-44+30j,1+55j,44+37j,60-11j,34-48j,-32-65j,-77-15j,-74+21j,-21+74j,45+48j,69-13j,35-46j,-16-48j,-46-12j,-49+33j,-11+51j,36+42j,47-27j,-8-54j,-47-17j,-24+26j,24+26j,32-10j,-7+11j,8+1j,6-19j,-14-12j,-17+4j,5+27j,26+16j,22-5j,1-19j,-22-18j,-28-3j,-15+26j,15+26j,45+5j,50-9j,19-37j,-33-29j,-47+13j,-27+50j,15+42j,40+6j,32-37j,-7-63j,-54-26j,-34+50j,47+57j,56-15j,7-44j,-40-3j,-22+35j,-17-3j,12+26j,28+5j,20-30j,-26-21j,-26+16j,-2+30j,22+14j,24-12j,9-24j,-16-21j,-26-9j,-22+22j,3+30j,13+23j,28-1j,18-17j,-6-23j,-13-18j,-18+0j,-11+13j,8+22j,20+20j,31-10j,1-33j,-35-15j,-21+27j,11+25j,25-13j,1-26j,-16-24j,-16+18j,11+25j,30-4j,1-42j,-25-2j,-22+8j,-13+27j,20+23j,21-2j,17+0j,9-38j,-26-24j,-26+0j,-28+8j,-18+46j,40+27j,32-12j,23-23j,-9-39j,-35-13j,-34+20j,-15+32j,32+40j,54-27j,-10-50j,-39-15j,-32+32j,34+29j,32-14j,20+11j,3-26j,-17-10j,-30+12j,7+32j,32+8j,20-19j,-3-30j,-29-18j,-27+4j,-26+29j,7+42j,46+20j,48-23j,37-41j,-12-63j,-64-27j,-54+36j,-9+60j,44+52j,70-9j,30-57j,-25-69j,-87-16j,-42+88j,65+48j,56-24j,-2-62j,-61+5j,-24+44j,-5+24j,20-2j,4-22j,-18-10j,-19+24j,14+11j,13-1j,12-6j,-1-15j,-9-4j,3-3j,-12+4j,-3+9j,-1+5j,-2+7j,14+6j,6-9j,1-7j,-4-13j,-16-7j,-14+11j,4+18j,16+18j,31-10j,-8-35j,-31+2j,-10+23j,19+21j,20-20j,-7-18j
I1,17+30j,19-25j,-16-35j,-46+2j,-26+61j,46+38j,56-16j,26-45j,-28-47j,-51-10j,-48+28j,-12+58j,42+56j,66-3j,65-32j,11-70j,-45-49j,-62+8j,-29+43j,11+47j,40+26j,42-11j,28-44j,-20-45j,-55-6j,-21+42j,22+35j,35-6j,4-36j,-27-20j,9+8j,13-10j,-7-16j,-20+1j,-2+17j,15+16j,19-7j,5-23j,-7-17j,-22-7j,-20+16j,-6+28j,23+26j,40+1j,35-17j,9-45j,-32-30j,-39+6j,-26+36j,10+42j,40+19j,43-21j,7-51j,-42-40j,-59+27j,2,49+16j,30-36j,-30-34j,-39+7j,-18-14j,-6+15j,16+15j,23-10j,40,-30-7j,-25+21j,-6+29j,24+15j,24-4j,17-21j,-4-25j,-23-18j,-23+7j,-20+18j,-1+25j,19+17j,21-5j,12-11j,3-15j,-10-16j,-17-6j,-22+17j,-4+28j,30+20j,28-16j,-5-31j,-27-6j,-11+29j,19+21j,25-3j,-6-22j,-27+2j,-15+21j,10+29j,32-4j,5-22j,-10-21j,-19-7j,-24+6j,-15+18j,3+25j,24+19j,31-5j,30-23j,4-36j,-24-22j,-33+1j,-26+23j,2+35j,28+23j,34-4j,23-33j,-16-46j,-47-5j,-22+44j,25+33j,38-7j,-2-40j,-32-14j,15-11j,-17-18j,-20+7j,-5+29j,34+14j,26-19j,5-27j,-19-22j,-27-1j,-21+17j,-8+34j,21+34j,46+12j,43-31j,26-44j,-23-56j,-60-22j,-54+33j,-8+65j,40+48j,60+5j,51-43j,-6-68j,-66-36j,-71+46j,20+75j,59+10j,31-43j,-40-39j,-44+13j,-13+17j,15+9j,13-17j,-7-18j,-16-7j,-10+18j,11+8j,12+2j,8-5j,5-9j,6,-4-4j,-4-4j,-7+1j,-7+7j,-5+10j,2+9j,10+5j,18-6j,4-16j,-9-17j,-18-7j,-18+14j,5+27j,27+11j,18-23j,-13-21j,-23+3j,-1+23j,18+9j
I1,-32-9j,-15+39j,9+44j,40+32j,63-5j,48-44j,7-57j,-20-57j,-33-43j,-48-23j,-60+2j,-67+16j,-50+43j,-27+68j,-16+72j,25+70j,51+53j,60+23j,54+1j,52-17j,40-35j,25-47j,5-48j,-22-52j,-50-31j,-51+7j,-29+35j,-7+40j,27+28j,38+3j,14+1j,5-13j,-10-13j,-23-9j,-24+11j,-10+25j,-3+24j,11+18j,22+18j,24+11j,26+6j,29-13j,31-24j,15-37j,8-45j,-13-47j,-36-37j,-46-16j,-51+7j,-42+29j,-29+39j,-10+47j,13+53j,46+45j,65+11j,51-37j,9-49j,-27-42j,-49-4j,-30+27j,21,-25+2j,-25+16j,-11+30j,16+34j,34+18j,29-7j,24-22j,18-23j,2-24j,-12-23j,-19-28j,-21-13j,-28-4j,-29-1j,-21+12j,-19+18j,-10+20j,-7+20j,1+23j,8+20j,16+18j,19+16j,31+3j,30-16j,13-33j,-13-27j,-29-15j,-28+14j,-7+30j,-16+18j,18+22j,25+11j,32-15j,13-32j,-8-35j,-26-12j,-26-11j,-23-3j,-21+0j,-22+9j,-23+15j,-18+26j,-7+36j,4+43j,17+35j,27+24j,36+16j,39+0j,35-9j,29-20j,21-34j,10-45j,-12-48j,-46-30j,-48+2j,-27+34j,-4+37j,33+27j,38-2j,2-21j,-21-9j,-27+9j,-15+21j,1+32j,24+26j,24+16j,26+0j,29-5j,30-15j,30-23j,22-36j,10-44j,-9-55j,-22-53j,-46-44j,-63-26j,-68+5j,-60+34j,-43+51j,-22+63j,2+69j,39+66j,73+45j,85-7j,60-62j,2-65j,-37-46j,-57-1j,-39+37j,-19+1j,1+23j,8+17j,25+5j,21-15j,10-20j,-13-15j,-10-15j,-8-6j,-4-4j,-6-1j,-4-4j,-5+1j,-8+0j,-9+2j,-7+2j,-9+1j,-10+10j,-6+15j,-3+17j,2+18j,11+17j,26+12j,31-1j,23-23j,5-32j,-15-17j,-23-4j,-18+17j,-1+20j
I1,29-8j,-8-38j,-40-10j,-34+41j,34+51j,60-18j,23-58j,-18-51j,-51-16j,-44+24j,-20+51j,19+49j,63+14j,58-52j,38-64j,-22-63j,-63-7j,-49+36j,-11+55j,24+39j,46+10j,36-32j,9-49j,-30-36j,-47+15j,-5+56j,33+31j,30-5j,-8-31j,-31-8j,-9-5j,10+10j,19+3j,9-13j,-9-8j,-20+4j,-14+18j,7+15j,16+0j,23-17j,10-31j,-14-28j,-31+1j,-28+25j,-22+40j,11+42j,35+7j,32-38j,5-51j,-26-32j,-40+9j,-28+41j,7+57j,45+28j,38-42j,-30-57j,-56-5j,-26+38j,35+20j,32-20j,13-10j,-14-20j,-25+4j,-10+33j,29+18j,22-22j,-4-32j,-21-23j,-29+2j,-16+15j,-2+26j,14+22j,28-1j,14-29j,9-26j,-11-23j,-22+2j,-20+10j,-8+19j,3+18j,19+12j,20-5j,16-19j,-4-27j,-31-8j,-17+31j,15+30j,30+6j,3-27j,-21-14j,13-24j,-23-1j,-12+11j,1+29j,37+9j,5-25j,-6-20j,-20-12j,-21+15j,-8+16j,-1+24j,24+20j,36-10j,12-20j,14-24j,-16-38j,-42-4j,-24+21j,-12+26j,16+34j,36+9j,26-14j,13-32j,-30-37j,-54+14j,-5+42j,28+26j,36-12j,-12-40j,-37-4j,2+19j,22-8j,9-21j,-21-23j,-34+22j,-2+30j,17+18j,30+5j,23-20j,26,-11-25j,-35-19j,-37+23j,-14+46j,4+49j,46+40j,66-19j,23-54j,-17-55j,-56-32j,-63+28j,-21+62j,27+57j,76+20j,51-78j,-44-62j,-55+4j,-27+51j,52+27j,38-26j,-7-21j,-15+14j,3+13j,15+12j,21-13j,-13-14j,-12-1j,-9+4j,-2+13j,4+6j,8+4j,7-1j,9-10j,-3+0j,7-3j,-1-10j,-13-5j,-12+3j,-12+9j,-1+18j,16+15j,20-2j,13-18j,-8-24j,-37-1j,-9+27j,15+16j,23-2j,-5-26j,-21-1j
I1,9-36j,-41+7j,-10+39j,37+33j,50-22j,-4-59j,-50-33j,-46+19j,-16+54j,34+43j,50+13j,47-33j,1-64j,-56-45j,-72-18j,-49+47j,5+65j,49+34j,55-10j,21-45j,-16-40j,-42-26j,-49+17j,-16+45j,38+37j,45-22j,-2-43j,-26-17j,-23+25j,11+33j,-4-8j,-10+1j,-4+14j,13+12j,23-14j,-4-24j,-24-4j,-20+11j,2+17j,11+19j,29+5j,24-20j,-1-35j,-31-24j,-38-9j,-35+21j,5+42j,38+22j,42-13j,18-39j,-19-40j,-50-7j,-39+35j,2+59j,62+19j,36-48j,-25-42j,-46+5j,-1+45j,34+16j,26-5j,-16-21j,-23+5j,-9+26j,20+24j,29-14j,7-35j,-17-20j,-32+4j,-12+23j,4,20+16j,27-6j,11-25j,-1-30j,-19-11j,-23+4j,-12+16j,1+20j,11+11j,15+5j,20-15j,3-27j,-16-23j,-33+9j,-2+32j,26+10j,24-14j,-13-26j,-27+3j,-21-21j,-14+22j,13+17j,34-14j,4-32j,-26-13j,-26+6j,-5+27j,8+22j,19+5j,22-4j,12-25j,-10-25j,-30-15j,-35+0j,-27+27j,7+41j,27+20j,34-7j,26-27j,-11-32j,-29-22j,-40+13j,-10+40j,38+41j,43-21j,4-37j,-34-17j,-25+32j,14+32j,-20+2j,7+21j,25+11j,18-17j,-9-31j,-30-5j,-18+23j,-2+23j,24+20j,30+4j,24-20j,9-35j,-26-39j,-48-5j,-49+15j,-22+54j,32+52j,63+7j,46-37j,-1-66j,-40-45j,-65+3j,-40+54j,23+74j,85+4j,35-69j,-41-50j,-52+12j,9+54j,43+21j,-2-24j,-22+6j,1+15j,27+8j,16-15j,-7-17j,-14-6j,-11+12j,-5+9j,5+5j,6+3j,7-5j,-1+3j,1-7j,-2-8j,-5-8j,-13+1j,-12+5j,-1+12j,11+20j,12+2j,18-10j,-1-21j,-16-15j,-30+19j,7+26j,23+7j,10-17j,-19-16j,-18+7j
I1,14-31j,-41-13j,-26+25j,15+51j,63+1j,34-61j,-23-62j,-53-18j,-51+32j,-25+55j,24+56j,60+21j,61-27j,22-76j,-11-76j,-59-40j,-68+24j,-27+64j,27+59j,46+27j,48-12j,26-46j,-16-52j,-50-22j,-48+34j,7+52j,38+16j,29-24j,-18-34j,-35-9j,7-6j,-13-3j,-17+12j,3+18j,20+7j,10-17j,-10-20j,-19-12j,-18+5j,-2+28j,11+28j,27+16j,32-18j,9-41j,-3-45j,-41-28j,-41+18j,-13+47j,18+39j,46+13j,39-25j,11-53j,-28-45j,-59-7j,-29+59j,42+52j,55-10j,14-42j,-42-16j,-37+27j,-19-1j,4+26j,18+10j,25-20j,-15-29j,-38-1j,-26+26j,2+28j,25+15j,32+3j,21-20j,-1-26j,-18-21j,-32+1j,-26+13j,-13+21j,11+25j,24+10j,19-11j,17-16j,3-21j,-14-20j,-25-2j,-24+16j,6+36j,34+13j,25-20j,-9-26j,-29+5j,-16+28j,-12-26j,-16+16j,3+24j,37+16j,21-29j,-11-30j,-21-8j,-27+10j,-5+27j,5+23j,17+15j,37+4j,20-24j,2-32j,-7-36j,-37-18j,-43+15j,-16+34j,7+32j,27+17j,32-10j,26-31j,-6-37j,-44-25j,-48+28j,4+48j,40+19j,36-23j,-24-38j,-38-1j,-21-9j,-9+26j,16+18j,26-10j,15-32j,-24-26j,-29-1j,-22+20j,-6+26j,20+26j,32+16j,35-16j,22-42j,-18-51j,-39-41j,-62-7j,-49+53j,5+69j,47+49j,68+4j,51-49j,-7-71j,-54-50j,-81+15j,-26+88j,64+57j,63-23j,7-62j,-54-18j,-41+30j,-9+21j,18+1j,9-16j,-13-26j,-25+10j,-4+20j,10+9j,14+4j,9-10j,4-9j,-2-4j,-7-12j,-7+1j,-7+1j,-10+3j,-4+7j,1+14j,8+13j,13+7j,15-5j,6-14j,-16-23j,-21-4j,-20+23j,12+34j,32+4j,14-24j,-13-26j,-21+13j,1+21j
I1,29-19j,-26-27j,-26+25j,4,59+24j,47-36j,-13-54j,-46-20j,-49+16j,-21+44j,21+44j,62+22j,63-22j,14-67j,-11-63j,-61-37j,-68+30j,-16+51j,30+46j,49+10j,42-22j,15-38j,-26-36j,-59-5j,-36+45j,21+41j,36-5j,12-34j,-31-26j,-34+7j,10+9j,6-10j,-3-15j,-19+8j,-9+19j,15+15j,19-5j,12-20j,-9-22j,-19-12j,-25+10j,-10+26j,17+30j,33+9j,36-8j,12-47j,-25-42j,-44-16j,-26+27j,3+47j,33+37j,50+2j,25-41j,-28-58j,-70-11j,-31+50j,33+36j,47-17j,-1-48j,-37-19j,-19-14j,-10+23j,16+6j,30-12j,-3-37j,-29-18j,-23+17j,-1+23j,16+20j,23+2j,15-12j,-2-29j,-18-25j,-27+1j,-24+9j,-15+27j,15+25j,16+9j,19-10j,10-17j,-1-21j,-13-19j,-24+2j,-17+30j,16+34j,34+0j,11-27j,-20-20j,-25+18j,1+29j,4-22j,-26+7j,-7+23j,23+12j,31-12j,-1-35j,-24-10j,-16+13j,-12+15j,6,25+15j,27-3j,27-17j,1-36j,-16-38j,-24-5j,-37+10j,-13+39j,20+30j,30+9j,29-9j,18-39j,-24-39j,-40-2j,-32+37j,22+45j,43-5j,9-32j,-29-22j,-34+10j,16-14j,-16-14j,-28+14j,-3+29j,30+9j,23-15j,5-32j,-13-20j,-23-9j,-26+14j,-10+31j,15+30j,34+16j,52-15j,38-44j,-4-58j,-47-33j,-62+9j,-34+55j,20+55j,50+29j,68-21j,23-70j,-46-62j,-79+10j,-28+76j,52+44j,45-20j,-7-51j,-46-20j,-13+11j,18+10j,15-8j,-10-19j,-23-7j,-15+18j,8+12j,15-4j,6-4j,7-7j,-5-12j,-9-7j,-9-3j,-7+1j,-12+5j,-5+2j,2+13j,12+8j,13-1j,9-13j,2-18j,-19-17j,-27+9j,-9+23j,21+22j,30-8j,1-28j,-17-6j,-14+15j,5+20j
